City,Country,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Bangkok,Thailand,2025-04-24,93.76,43.22,99.89,6.41,10.22,7.49,19.51,23.4,62.0,4.3
Sao Paulo,Brazil,2022-12-01,125.69,35.99,80.38,20.37,22.27,43.98,25.02,30.2,91.3,4.7
Toronto,Canada,2022-01-13,75.02,36.34,58.09,3.87,5.52,20.45,18.49,22.9,62.1,8.3
London,UK,2017-11-09,84.85,33.34,70.44,11.66,7.67,2.24,18.84,25.0,84.4,10.1
Dubai,UAE,2016-07-21,134.15,44.02,93.82,21.62,4.13,29.74,10.97,12.6,69.6,3.5
Cairo,Egypt,2020-05-21,200.96,102.78,,33.68,25.84,51.44,43.2,20.1,88.1,5.5
Cape Town,South Africa,2018-04-05,66.73,17.5,36.35,17.4,0.0,21.77,17.76,21.2,35.5,1.4
Dubai,UAE,2016-06-23,107.19,46.89,79.65,23.93,16.72,20.33,22.91,23.6,80.1,6.3
Paris,France,2016-05-26,58.1,32.13,44.05,21.59,9.16,20.12,4.08,4.5,48.7,7.6
Moscow,Russia,2022-07-21,128.23,45.58,97.94,14.62,15.42,36.25,14.97,14.1,58.6,1.6
London,UK,2024-10-17,71.38,27.86,37.91,7.8,6.2,25.05,4.09,15.1,86.9,2.1
Delhi,India,2025-01-16,299.87,142.84,261.53,54.32,29.85,95.93,46.03,38.7,52.8,3.6
Tehran,Iran,2019-10-24,149.92,78.64,128.92,28.91,28.54,49.98,26.12,23.4,81.1,2.7
Berlin,Germany,2025-04-10,54.9,0.4,12.38,19.71,10.42,31.56,5.16,2.9,67.4,8.4
Nairobi,Kenya,2024-12-26,148.82,68.49,144.21,18.14,20.61,47.32,29.16,15.4,85.4,3.3
Jakarta,Indonesia,2019-11-07,201.0,78.71,143.01,28.81,29.81,50.47,44.23,,40.0,0.9
Toronto,Canada,2018-03-22,82.75,45.73,83.74,15.98,9.14,33.11,17.74,36.0,60.0,3.6
Mexico City,Mexico,2024-12-12,191.41,83.99,150.27,29.28,24.99,59.46,38.69,22.8,66.7,4.2
Beijing,China,2015-03-05,131.72,59.33,104.4,20.53,22.24,35.22,20.14,17.2,79.1,6.0
Bangkok,Thailand,2021-11-18,136.6,52.85,56.88,11.77,18.1,20.82,27.66,21.8,56.4,5.3
Jakarta,Indonesia,2022-09-29,170.07,97.45,202.74,29.13,32.15,29.44,34.56,14.2,64.5,4.5
Los Angeles,USA,2022-03-17,74.56,35.58,52.71,6.85,4.46,20.14,15.65,25.9,65.7,2.6
Lahore,Pakistan,2019-12-26,327.62,131.32,234.26,53.42,43.53,82.83,60.62,22.0,79.1,2.5
Dhaka,Bangladesh,2025-05-15,230.05,83.13,119.22,39.45,33.32,69.81,45.48,17.3,63.6,6.1
Singapore,Singapore,2023-06-29,65.66,32.88,55.86,8.56,13.17,23.55,3.56,17.1,79.5,6.0
Berlin,Germany,2015-08-27,63.81,10.7,7.94,17.08,12.65,15.44,24.06,6.9,61.9,5.2
Cape Town,South Africa,2018-04-19,64.16,58.36,131.88,9.97,19.69,0.0,10.73,37.6,59.9,8.8
Beijing,China,2019-04-11,144.62,56.09,116.93,29.64,20.05,39.58,31.64,18.6,59.8,2.3
Singapore,Singapore,2016-12-15,106.83,30.24,66.82,17.8,19.1,28.55,26.0,21.5,71.4,0.9
Toronto,Canada,2023-08-17,55.91,27.37,9.48,4.41,5.41,18.57,13.4,10.9,60.6,4.5
Bangkok,Thailand,2015-01-29,148.23,53.84,108.43,17.55,21.62,48.08,25.14,,45.9,9.6
Sao Paulo,Brazil,2021-10-28,66.25,22.98,33.37,20.56,5.68,34.37,22.19,18.1,72.5,3.1
Sao Paulo,Brazil,2019-08-15,96.03,22.13,49.12,17.54,15.9,33.4,20.11,13.8,60.1,2.1
Buenos Aires,Argentina,2021-05-06,67.76,16.93,0.0,16.7,10.57,26.47,21.42,22.6,67.2,3.9
Bangkok,Thailand,2024-08-08,124.21,55.68,126.72,17.63,16.93,27.54,29.98,24.1,43.2,8.4
Shanghai,China,2021-09-09,139.84,55.9,89.81,42.77,22.1,39.47,25.02,11.2,88.4,5.1
Shanghai,China,2020-10-15,90.86,50.03,83.82,,18.21,21.9,2.0,22.2,56.8,2.5
Tehran,Iran,2015-01-01,117.56,59.24,111.16,17.02,15.74,15.03,20.8,23.6,87.2,3.0
Seoul,South Korea,2019-02-14,123.24,69.04,116.86,17.06,16.43,41.92,25.47,18.5,62.9,8.7
Lahore,Pakistan,2022-01-20,300.24,115.13,214.33,61.73,35.96,82.21,47.66,27.8,77.1,2.3
Dubai,UAE,2023-05-11,92.02,55.92,94.15,8.34,15.77,1.37,28.77,18.4,66.4,2.4
Lahore,Pakistan,2018-04-26,118.43,31.25,71.74,9.76,18.12,31.95,20.63,24.0,90.7,1.6
Lahore,Pakistan,2015-10-29,200.03,87.27,186.05,36.43,28.74,67.96,38.11,12.3,68.0,3.4
Dubai,UAE,2016-12-22,214.15,70.73,139.21,41.2,27.54,63.4,43.6,29.5,63.5,1.7
Istanbul,Turkey,2021-07-08,164.92,59.39,108.73,27.15,13.16,41.68,37.74,19.7,66.6,1.4
Paris,France,2022-03-24,66.07,25.59,58.29,17.13,10.4,2.8,24.11,6.7,65.6,2.4
Cairo,Egypt,2023-07-27,270.31,119.29,223.42,48.14,36.79,84.44,57.19,9.9,42.5,1.6
Bangkok,Thailand,2017-11-09,179.35,76.4,164.54,33.0,19.72,55.04,36.89,31.8,66.5,4.5
Karachi,Pakistan,2023-03-16,166.18,58.17,134.99,21.6,30.81,51.1,40.7,10.7,64.8,5.6
Mexico City,Mexico,2017-09-07,126.29,54.51,105.06,24.24,26.21,17.2,27.78,20.4,62.3,0.4
Sao Paulo,Brazil,2020-05-21,101.7,63.05,150.72,18.21,18.51,38.45,21.17,9.4,77.8,10.8
London,UK,2024-01-11,85.4,35.53,73.53,24.19,17.1,23.35,12.43,26.7,52.6,5.1
Beijing,China,2023-05-04,158.45,71.06,116.31,24.03,20.47,26.46,42.21,36.5,67.2,5.1
Berlin,Germany,2020-03-12,59.38,38.62,67.76,5.39,6.68,15.48,10.35,12.9,47.2,2.7
Cairo,Egypt,2019-05-02,217.52,108.85,237.62,44.46,20.07,65.89,43.57,22.8,57.8,1.0
Beijing,China,2016-03-31,246.45,100.78,177.65,37.84,27.29,58.49,47.11,21.1,68.4,4.2
Tehran,Iran,2016-05-05,131.78,73.13,120.56,14.95,19.47,39.82,11.2,23.4,95.0,12.7
Cape Town,South Africa,2023-02-23,81.99,9.99,20.02,11.54,7.46,17.7,23.14,11.5,72.3,6.8
Moscow,Russia,2023-06-15,83.17,27.53,61.29,9.05,13.82,17.31,10.49,19.1,61.9,2.9
Lahore,Pakistan,2025-04-17,157.1,69.57,140.33,21.18,16.62,43.35,29.41,22.9,77.7,2.3
New York,USA,2022-05-12,53.77,17.09,56.15,0.0,4.82,5.56,4.34,21.6,48.0,2.2
Paris,France,2024-01-18,92.07,20.53,13.99,6.81,11.21,26.27,22.12,12.0,89.2,6.4
Beijing,China,2017-11-30,177.64,80.92,150.48,32.32,27.82,61.83,37.97,17.0,67.8,15.4
Shanghai,China,2025-08-07,139.19,42.67,68.05,25.92,17.39,54.26,27.36,29.1,55.3,1.2
Toronto,Canada,2023-03-02,52.59,28.79,58.03,6.59,4.85,11.97,11.35,18.1,35.3,5.4
Sao Paulo,Brazil,2022-11-17,107.54,37.23,59.85,22.44,24.03,45.29,21.22,20.6,82.6,8.9
Moscow,Russia,2024-02-08,98.84,36.95,,20.85,18.53,28.92,22.33,21.8,79.0,3.7
Cape Town,South Africa,2016-05-12,98.56,33.21,46.63,16.5,13.8,13.09,21.13,17.5,86.0,8.7
Lagos,Nigeria,2019-02-28,155.21,73.32,138.83,27.26,14.15,47.57,31.56,5.2,67.0,3.7
Toronto,Canada,2017-02-02,65.97,20.22,72.94,8.52,7.86,30.38,12.02,27.6,57.9,2.6
Delhi,India,2025-08-07,220.84,77.04,123.65,40.27,21.92,64.75,39.03,9.6,43.9,3.9
Seoul,South Korea,2016-11-17,125.68,65.84,146.58,21.34,14.59,30.77,14.9,28.9,95.0,4.4
Seoul,South Korea,2020-03-05,98.06,34.59,55.3,15.41,10.86,40.86,30.38,21.0,93.5,6.2
Seoul,South Korea,2020-04-23,96.74,32.53,61.86,4.2,17.09,12.93,32.97,17.3,79.5,2.5
Beijing,China,2024-06-20,181.01,68.13,125.26,34.64,23.21,49.47,37.46,28.2,43.3,7.8
Mexico City,Mexico,2021-02-18,167.02,90.92,198.43,35.17,21.96,31.2,35.18,14.0,76.3,5.8
Delhi,India,2025-01-09,262.82,113.59,210.56,41.37,32.93,62.13,43.36,7.5,48.7,2.0
Tokyo,Japan,2022-06-30,60.26,8.91,0.0,11.4,3.3,17.35,14.33,33.7,88.6,6.8
Tehran,Iran,2018-03-22,161.85,75.75,174.05,26.21,19.86,57.22,29.88,24.8,76.7,1.8
Karachi,Pakistan,2019-11-28,180.98,55.14,108.54,29.13,22.6,42.03,38.29,21.4,76.1,5.6
Buenos Aires,Argentina,2023-01-05,107.5,51.74,80.82,18.94,19.74,27.71,22.34,22.8,54.3,14.6
Singapore,Singapore,2022-03-24,52.6,20.77,18.0,5.01,0.58,14.23,0.0,27.9,83.7,5.5
Nairobi,Kenya,2023-01-05,144.09,47.09,95.27,29.43,19.58,37.3,45.46,7.8,65.1,6.7
Tokyo,Japan,2015-03-05,25.85,6.86,21.55,0.91,3.69,0.0,13.06,26.7,60.6,3.1
Istanbul,Turkey,2021-05-20,122.71,63.58,94.14,16.24,20.18,32.11,20.41,16.5,57.1,7.8
Sydney,Australia,2020-10-29,29.0,18.81,38.7,10.85,7.21,0.59,0.31,,70.7,3.4
Tokyo,Japan,2022-08-04,61.9,20.07,39.38,19.24,12.44,24.95,3.39,22.3,58.6,1.8
Lagos,Nigeria,2019-10-03,133.95,45.94,95.03,41.03,16.13,23.27,40.18,23.5,63.0,3.3
Mumbai,India,2023-11-30,229.47,82.94,154.64,34.71,32.45,46.87,49.13,31.6,60.0,6.1
Jakarta,Indonesia,2017-09-28,163.43,60.02,116.72,24.35,21.1,56.14,32.29,10.8,56.5,7.4
Nairobi,Kenya,2019-11-07,145.26,59.87,113.82,26.9,17.52,40.53,14.06,33.5,84.8,7.2
Lahore,Pakistan,2018-07-26,252.25,103.1,194.31,37.68,42.8,87.47,53.45,17.6,39.3,4.5
Lagos,Nigeria,2015-02-05,144.66,74.38,131.31,26.44,29.45,46.7,30.09,36.0,81.9,2.4
Cairo,Egypt,2020-11-26,185.59,81.85,146.79,35.61,30.73,58.03,35.01,20.5,68.9,9.5
Berlin,Germany,2019-10-24,41.73,19.86,48.31,1.62,13.08,11.32,9.4,18.0,68.1,0.8
Shanghai,China,2016-01-07,240.25,98.9,181.23,33.25,31.15,62.01,43.04,16.8,61.6,7.7
Lahore,Pakistan,2016-07-07,143.55,51.61,86.05,22.05,15.69,43.33,30.61,15.5,65.6,6.1
Cairo,Egypt,2025-06-12,206.47,103.46,201.04,25.26,17.79,53.64,33.58,7.5,52.5,3.8
Sao Paulo,Brazil,2025-05-22,72.37,27.6,40.5,9.41,14.19,29.59,11.41,8.8,63.1,8.0
Sydney,Australia,2022-12-08,75.77,27.09,88.71,0.0,11.65,20.33,18.88,4.3,64.3,6.8
Bangkok,Thailand,2024-12-05,166.45,87.08,193.83,34.17,24.8,43.77,19.91,13.9,56.0,6.7
Dubai,UAE,2019-06-06,121.58,66.74,105.75,22.3,15.91,20.83,29.92,32.9,79.0,2.5
Cairo,Egypt,2021-04-22,168.12,64.34,138.08,28.41,26.82,46.76,31.87,28.3,59.3,3.9
Singapore,Singapore,2017-05-11,49.32,40.46,55.34,7.57,0.0,14.0,8.39,-2.9,67.2,6.1
Sydney,Australia,2025-03-20,61.76,35.26,23.59,6.31,5.95,18.96,16.08,12.1,53.9,5.7
Mexico City,Mexico,2020-04-23,133.77,42.76,76.69,23.33,13.55,46.5,45.7,23.5,84.6,7.5
Dubai,UAE,2025-03-27,94.3,20.65,46.13,11.59,16.18,17.17,30.04,18.3,65.5,4.3
Bangkok,Thailand,2020-12-03,156.56,62.32,108.5,23.94,17.36,47.81,30.45,25.8,63.5,1.1
Toronto,Canada,2017-07-20,51.04,33.46,45.0,10.87,0.09,1.71,7.98,18.4,79.5,1.3
Tehran,Iran,2021-04-29,135.17,40.23,109.36,18.3,22.22,33.02,20.03,24.6,58.2,8.8
Moscow,Russia,2025-05-15,75.66,36.07,58.13,9.36,7.07,22.46,25.99,4.6,54.2,10.9
Singapore,Singapore,2019-07-18,74.03,24.62,69.17,11.76,9.66,47.64,18.53,15.2,71.3,4.1
Paris,France,2020-01-02,78.52,30.26,23.17,3.91,9.68,29.61,6.88,16.6,68.6,6.4
Los Angeles,USA,2017-02-16,91.28,16.83,16.1,25.11,13.35,19.04,17.1,14.4,63.6,6.9
Dubai,UAE,2015-09-17,142.95,68.07,140.85,11.67,28.51,34.12,27.09,13.5,49.6,1.7
Karachi,Pakistan,2016-04-07,120.3,45.58,69.19,18.29,11.88,21.25,25.52,24.6,90.5,3.2
Seoul,South Korea,2018-12-06,101.67,51.01,62.25,26.5,17.43,21.75,27.93,25.5,72.0,3.6
Dhaka,Bangladesh,2018-12-13,309.73,150.56,299.08,54.85,33.49,97.71,51.31,10.2,70.1,4.4
Istanbul,Turkey,2018-07-19,109.92,40.13,89.66,21.94,10.08,29.99,12.52,12.2,67.5,7.2
Nairobi,Kenya,2020-03-26,91.97,46.07,74.62,19.96,13.1,11.39,9.21,12.4,89.6,2.7
Tehran,Iran,2015-04-16,134.97,41.38,75.26,25.94,20.12,22.09,27.41,11.1,85.9,5.4
Beijing,China,2023-11-30,261.53,118.37,244.89,36.84,36.1,70.98,42.14,9.7,77.2,3.0
Dubai,UAE,2016-08-18,112.92,53.54,85.35,27.56,12.97,30.55,12.22,18.1,73.0,7.0
Karachi,Pakistan,2021-04-22,161.14,53.42,130.77,22.44,9.22,50.83,36.11,11.6,45.9,12.3
Dubai,UAE,2024-07-25,122.26,54.35,104.26,17.43,8.85,40.27,21.29,30.0,48.2,1.5
Tehran,Iran,2024-11-28,238.41,105.58,195.46,35.03,26.58,79.62,44.09,24.4,93.2,6.4
Cape Town,South Africa,2021-09-23,83.32,44.69,60.23,9.65,9.38,36.62,21.14,23.8,83.0,2.6
Tokyo,Japan,2025-02-06,69.96,38.96,105.11,3.51,12.25,27.27,21.2,26.3,65.8,1.8
New York,USA,2015-01-15,106.8,35.04,37.77,15.52,8.26,28.56,20.25,6.8,77.1,3.9
Paris,France,2015-07-02,64.98,0.0,0.0,17.05,5.75,15.08,13.99,16.3,58.1,5.6
Toronto,Canada,2015-03-26,45.73,2.74,10.87,6.95,8.45,8.0,17.23,11.2,90.7,1.0
Berlin,Germany,2023-06-29,50.69,13.06,19.6,0.0,6.79,18.42,10.89,10.7,70.2,2.0
Cairo,Egypt,2019-06-27,143.21,70.06,99.55,20.38,22.8,58.37,35.71,19.2,81.3,4.5
Singapore,Singapore,2015-12-31,82.31,50.15,103.84,24.14,21.86,21.47,9.98,1.4,95.0,3.2
Toronto,Canada,2025-01-09,96.37,48.24,107.57,10.66,7.2,38.58,10.5,34.9,69.7,3.9
Shanghai,China,2022-12-08,224.75,97.26,200.58,39.28,21.03,46.57,54.98,30.7,46.1,6.0
Singapore,Singapore,2018-05-31,72.32,20.43,74.86,16.7,7.78,20.3,17.26,16.8,66.9,5.4
Toronto,Canada,2017-10-12,57.45,5.9,13.32,12.57,6.66,28.22,15.46,30.9,48.9,0.9
Toronto,Canada,2018-03-08,58.94,48.98,108.04,7.04,14.44,20.01,4.76,14.6,49.9,5.4
Dubai,UAE,2017-03-16,88.0,52.38,86.71,15.38,8.48,9.52,18.11,31.2,64.1,1.3
Nairobi,Kenya,2024-08-15,86.58,44.05,72.62,19.22,8.69,22.6,10.13,27.4,47.6,3.9
Beijing,China,2020-01-02,228.2,89.09,164.64,40.96,36.29,54.95,40.74,19.7,65.1,5.2
New York,USA,2023-02-09,102.02,40.34,92.52,19.71,18.75,33.24,12.84,20.7,67.8,4.4
Beijing,China,2023-02-02,310.63,134.38,247.65,50.95,41.22,79.83,69.45,29.0,61.3,3.6
Los Angeles,USA,2019-01-17,125.9,54.03,116.4,20.99,19.22,48.69,13.04,12.3,83.8,10.1
Delhi,India,2025-05-15,134.96,48.73,124.15,20.35,16.13,40.8,29.82,25.7,64.3,6.3
Seoul,South Korea,2023-02-16,114.39,78.97,140.89,12.11,12.3,32.19,26.21,28.6,52.2,2.3
Paris,France,2020-05-07,43.37,29.6,42.24,0.0,2.57,0.18,8.14,39.3,66.2,5.8
Paris,France,2020-08-06,50.65,12.64,54.16,23.25,9.24,24.05,18.36,9.0,63.9,4.1
Dubai,UAE,2022-09-15,117.01,33.44,61.78,23.8,17.14,41.65,21.86,16.1,69.1,6.6
Dhaka,Bangladesh,2022-11-10,200.4,105.1,170.36,20.69,27.73,62.91,34.88,38.0,53.4,7.1
Sao Paulo,Brazil,2016-12-22,116.15,63.0,118.77,14.24,9.19,24.82,17.57,20.4,47.1,5.1
Cape Town,South Africa,2023-10-05,49.92,37.41,41.19,0.3,11.12,14.93,8.53,23.9,61.5,5.1
Lagos,Nigeria,2016-10-27,132.43,70.36,117.14,24.07,20.59,31.47,33.79,18.9,74.6,8.5
Buenos Aires,Argentina,2015-05-28,92.34,53.33,100.36,8.56,7.85,41.71,18.7,37.5,72.5,7.0
Toronto,Canada,2019-11-28,53.68,34.59,79.46,5.93,3.32,8.64,5.59,33.2,54.6,7.5
Toronto,Canada,2020-05-21,59.2,42.52,77.17,8.4,4.11,7.93,8.21,7.2,57.6,1.5
Paris,France,2020-02-20,70.69,23.37,31.52,26.37,9.54,18.24,12.48,13.2,63.9,12.9
Lahore,Pakistan,2017-12-21,209.45,85.76,161.14,40.63,29.64,70.14,47.1,46.2,82.3,4.7
London,UK,2025-08-07,67.64,15.24,41.2,9.64,7.94,26.97,18.24,41.9,62.4,6.9
Toronto,Canada,2025-01-02,79.4,21.53,60.53,7.4,7.58,19.16,19.06,22.0,68.3,2.8
Nairobi,Kenya,2019-04-25,100.61,43.78,106.92,19.94,14.15,31.35,6.26,0.2,78.4,9.3
Dubai,UAE,2025-04-24,104.28,50.24,88.21,14.27,9.76,37.44,22.04,40.8,66.6,4.5
Jakarta,Indonesia,2021-02-25,162.47,62.6,105.57,15.83,19.56,44.66,41.01,44.2,86.1,7.7
Tehran,Iran,2020-11-05,209.22,75.24,121.17,22.16,34.84,51.43,25.15,16.1,83.3,6.0
Beijing,China,2023-10-12,214.0,99.75,198.79,37.89,25.24,65.42,45.44,41.0,76.6,2.8
Lahore,Pakistan,2020-03-19,180.21,74.65,138.22,37.61,21.55,52.5,35.14,6.9,73.7,1.4
New York,USA,2024-08-08,96.08,46.19,111.35,9.35,16.72,32.88,15.63,22.4,65.3,5.0
Lagos,Nigeria,2022-11-17,170.9,77.17,162.85,23.62,14.07,57.03,40.54,18.3,64.8,0.8
Toronto,Canada,2015-07-09,49.59,27.68,62.52,12.13,1.83,8.73,17.24,-0.5,54.8,1.5
Dhaka,Bangladesh,2018-03-22,241.3,92.98,177.72,31.95,27.22,64.07,36.98,21.5,42.3,4.5
Dhaka,Bangladesh,2015-07-09,232.76,93.25,171.64,38.65,11.82,57.9,41.48,35.1,48.8,4.8
Tehran,Iran,2017-06-29,223.89,98.26,175.73,27.18,25.61,64.12,49.06,13.5,88.8,1.2
Cape Town,South Africa,2016-06-16,83.04,19.01,40.46,18.33,14.09,25.64,19.81,23.9,80.7,3.7
Karachi,Pakistan,2023-11-23,211.45,79.94,127.12,35.77,29.61,50.75,43.42,17.6,58.1,0.9
Mexico City,Mexico,2021-07-22,146.63,63.0,100.85,12.58,22.65,28.33,32.42,18.1,85.1,1.8
Sydney,Australia,2022-09-01,26.94,0.0,7.19,0.32,5.12,10.68,0.09,15.8,61.3,7.0
Nairobi,Kenya,2023-08-24,126.92,71.1,124.89,12.45,19.38,50.2,32.05,16.6,81.4,3.7
Buenos Aires,Argentina,2024-10-24,51.62,18.11,19.82,3.81,10.57,21.52,25.95,23.5,45.6,3.7
Sydney,Australia,2022-01-13,78.69,42.85,130.77,6.23,11.03,18.85,7.89,24.0,62.4,3.5
Shanghai,China,2020-12-10,254.81,118.51,237.04,35.77,28.17,61.56,39.8,14.1,66.3,12.3
Singapore,Singapore,2019-08-29,84.69,48.18,78.04,8.81,10.41,28.87,15.55,30.7,71.9,4.9
Shanghai,China,2025-10-30,88.01,29.08,77.84,17.0,15.31,24.08,27.66,15.0,65.8,3.3
Sydney,Australia,2019-09-12,29.78,7.57,19.4,3.15,0.0,5.25,10.46,28.3,79.4,4.1
Shanghai,China,2019-10-24,139.07,64.87,165.69,19.41,12.38,36.9,23.24,34.4,69.2,2.9
Bangkok,Thailand,2020-09-03,93.44,40.04,98.45,8.07,19.45,25.34,18.3,19.5,74.6,0.8
Tokyo,Japan,2021-01-21,69.62,26.24,27.29,5.37,14.43,28.67,15.08,26.2,47.8,5.3
Cairo,Egypt,2015-08-06,209.99,92.89,226.78,35.05,19.81,57.02,37.73,17.4,79.3,8.6
Mumbai,India,2019-10-31,108.3,72.36,151.0,17.22,7.92,29.62,19.63,26.5,62.4,8.8
Cairo,Egypt,2016-06-16,113.03,32.88,41.44,11.68,8.6,49.63,13.97,19.6,65.8,3.8
Lagos,Nigeria,2024-07-04,102.0,40.68,54.67,16.46,18.38,23.44,27.29,23.4,69.2,2.1
Cairo,Egypt,2024-05-02,115.27,42.77,90.7,13.47,11.43,30.33,32.1,4.4,22.1,3.4
Toronto,Canada,2024-08-01,63.48,23.06,43.12,22.03,9.4,11.47,11.75,-1.4,81.1,8.2
Dhaka,Bangladesh,2017-11-30,256.25,85.1,143.89,52.98,34.16,66.58,50.16,14.2,90.7,2.0
Tehran,Iran,2019-10-31,183.94,44.56,69.36,35.36,26.8,50.57,38.73,25.7,91.8,2.9
Lahore,Pakistan,2018-04-19,192.57,77.46,154.14,35.61,29.92,59.31,38.34,22.8,70.5,2.7
Cape Town,South Africa,2019-04-18,73.19,25.54,27.51,17.78,16.37,29.06,20.51,15.8,67.6,2.4
Jakarta,Indonesia,2021-02-18,175.06,67.69,139.74,31.36,15.77,36.47,36.59,10.0,70.5,2.6
Istanbul,Turkey,2023-05-11,143.88,53.65,95.87,16.93,17.12,29.25,20.03,24.8,53.0,4.3
Berlin,Germany,2018-03-15,48.43,13.21,17.81,9.49,8.63,3.46,1.59,28.3,58.8,6.8
Bangkok,Thailand,2023-09-14,165.35,89.12,149.41,29.37,22.42,42.32,28.27,30.1,52.3,21.3
Toronto,Canada,2019-08-15,70.8,28.06,76.88,16.35,12.4,11.46,21.32,10.8,63.0,5.1
Tehran,Iran,2017-09-21,108.71,30.22,7.56,22.45,21.28,35.44,23.32,20.8,65.8,11.5
Lahore,Pakistan,2017-03-02,199.41,75.06,136.79,29.08,27.3,49.62,42.02,22.6,62.6,1.9
Singapore,Singapore,2019-03-14,89.75,43.73,99.57,22.13,16.33,31.54,21.69,9.8,83.8,8.0
Seoul,South Korea,2017-08-24,97.85,47.05,112.77,24.08,3.7,36.53,24.3,29.6,31.9,2.8
Seoul,South Korea,2019-11-14,145.36,62.74,100.84,23.43,16.87,43.3,35.96,21.3,80.0,2.0
Lahore,Pakistan,2015-02-05,299.62,121.32,234.2,55.47,40.99,83.85,60.05,13.0,56.6,1.9
Tehran,Iran,2020-06-11,154.44,60.39,112.38,23.75,21.2,47.97,32.54,41.2,86.9,7.0
Seoul,South Korea,2018-10-04,52.1,14.23,41.93,11.77,11.06,20.88,11.35,22.6,75.5,1.3
Karachi,Pakistan,2016-09-01,194.36,81.78,154.96,23.08,24.49,74.88,39.32,14.4,71.2,8.2
Beijing,China,2022-12-29,167.82,76.7,139.47,26.77,14.89,48.28,28.66,31.6,69.8,3.5
Seoul,South Korea,2020-12-24,101.06,35.36,61.29,10.74,17.86,25.73,27.45,17.4,70.4,5.9
Buenos Aires,Argentina,2017-06-08,113.46,52.25,55.07,14.5,14.01,43.54,18.52,13.1,34.2,9.4
Shanghai,China,2018-09-27,157.64,54.41,124.57,33.06,23.01,52.74,38.42,20.6,78.2,1.7
Toronto,Canada,2018-07-26,71.95,18.89,31.89,1.58,12.71,25.96,17.54,27.4,60.7,7.0
Istanbul,Turkey,2018-12-06,142.14,65.26,134.33,34.3,17.01,36.08,34.42,17.7,56.0,2.9
Sao Paulo,Brazil,2025-03-27,89.56,13.36,10.26,19.28,9.07,9.94,15.01,13.5,78.8,4.1
Karachi,Pakistan,2020-11-26,277.48,94.41,,57.39,35.64,94.92,57.4,26.5,67.4,1.3
Mexico City,Mexico,2018-04-12,98.52,23.03,44.28,19.96,6.7,39.49,7.71,28.5,52.3,8.3
Nairobi,Kenya,2024-09-26,103.94,30.23,48.93,16.1,22.67,37.55,19.47,4.4,59.2,1.4
Delhi,India,2016-01-14,206.91,107.92,214.46,40.28,25.01,62.26,44.2,16.9,75.3,5.8
Karachi,Pakistan,2022-11-24,204.54,83.91,152.0,36.24,29.79,51.69,43.19,12.6,88.3,1.8
Istanbul,Turkey,2024-11-21,178.54,83.93,144.43,27.42,23.95,49.56,20.81,7.1,49.1,1.5
Buenos Aires,Argentina,2023-04-06,67.61,35.16,42.75,4.84,2.97,16.04,29.98,22.0,32.3,3.4
Seoul,South Korea,2020-05-28,106.89,56.24,108.34,14.71,14.13,18.89,19.26,37.9,76.0,4.0
Delhi,India,2022-05-19,180.35,61.02,122.37,31.59,27.46,56.76,39.84,29.4,50.4,0.5
Toronto,Canada,2020-05-07,63.64,42.25,92.26,11.05,2.13,31.69,10.62,13.9,74.6,0.9
Sao Paulo,Brazil,2021-03-11,86.54,34.88,43.66,3.94,12.22,12.88,15.66,30.1,87.3,3.4
Istanbul,Turkey,2019-10-24,109.99,34.87,78.37,20.04,11.72,27.66,19.43,-6.6,78.3,6.3
Seoul,South Korea,2022-05-12,101.43,43.67,97.22,21.39,17.39,31.17,16.87,15.1,54.7,3.8
Sao Paulo,Brazil,2020-10-08,60.21,43.54,84.24,13.73,4.74,24.7,9.49,5.6,63.8,9.4
Nairobi,Kenya,2020-04-23,89.36,46.36,107.83,15.97,15.77,8.38,9.51,19.4,47.8,3.2
Istanbul,Turkey,2025-02-20,143.36,52.61,96.7,19.28,9.69,51.8,29.71,30.8,41.4,2.2
Bangkok,Thailand,2023-01-05,188.3,79.0,128.46,26.56,20.98,64.04,32.77,26.4,76.2,7.6
Moscow,Russia,2018-06-28,66.97,38.98,58.22,13.32,14.92,27.64,15.74,28.2,87.4,4.7
Seoul,South Korea,2022-12-22,127.21,34.39,81.11,21.16,9.45,41.23,28.81,15.1,49.4,8.2
Tokyo,Japan,2018-08-09,66.41,14.6,27.79,21.19,8.58,23.23,10.63,30.0,75.2,6.7
Delhi,India,2024-06-13,197.49,70.83,150.36,38.53,31.14,54.04,37.98,11.4,80.0,2.5
Tehran,Iran,2020-05-21,181.22,70.55,149.93,19.84,22.94,51.85,35.04,26.4,74.8,5.7
Toronto,Canada,2015-12-24,85.32,21.25,34.88,9.55,1.96,33.4,11.34,32.0,78.2,6.2
Jakarta,Indonesia,2023-11-23,188.28,87.98,153.67,24.63,19.08,56.23,50.42,23.3,73.1,3.8
Mexico City,Mexico,2017-07-27,197.18,76.58,152.42,33.02,34.9,52.58,50.98,27.0,73.0,0.7
Sydney,Australia,2017-02-23,57.01,23.68,56.38,6.65,9.92,24.69,10.76,8.6,60.8,8.1
Bangkok,Thailand,2018-08-16,173.93,101.55,189.8,20.75,12.08,54.18,23.0,37.5,65.2,3.6
